# Parameter_Name,Categories(pipe)|<ALL>=universal
STR_TAG_7_PARA_STR_TRUSSES_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_TAG_7_PARA_WALL_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_TAG_7_PARA_WELD_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_TAG_7_PARA_WIRE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_TREAD_COUNT_NR,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_TREAD_DEPTH_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WALL_COVER_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WALL_REBAR_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WALL_TYPE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WELD_PROCEDURE_REF_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WELD_SIZE_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WELD_TYPE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WIND_BASIC_MPS,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WIND_DIRECTIONAL_NR,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WIND_PRESSURE_PA,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WIND_TERRAIN_CAT_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WLD_STRENGTH_MPA,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
STR_WLD_THROAT_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
SUST_MAT_TAG_1_TXT,<ALL>
SUST_MAT_TAG_2_TXT,<ALL>
SUST_TAG_1_TXT,<ALL>
SUS_EDGE_LEVEL_TXT,Project Information
SUS_ENERGY_KWH_M2_NR,Project Information
SUS_EPD_REF_TXT,Project Information
SUS_FIXTURE_FLOW_LPM,Plumbing Fixtures
SUS_FIXTURE_FLUSH_L,Plumbing Fixtures
SUS_MAT_CARBON_KGM2_NR,Project Information
SUS_MAT_ENERGY_MJ_M2_NR,Project Information
SUS_WATER_L_PD_NR,Project Information
SYS_ABBREVIATION_TXT,<ALL>
SYS_APPLICABLE_STANDARDS_TXT,<ALL>
SYS_CLASSIFICATION_TXT,<ALL>
SYS_CODE_TXT,<ALL>
SYS_DESIGN_VELOCITY_TXT,<ALL>
SYS_INSULATION_TYPE_TXT,<ALL>
SYS_LINE_STYLE_TXT,<ALL>
SYS_LINE_WEIGHT_INT,<ALL>
SYS_MATERIAL_STANDARD_TXT,<ALL>
SYS_MEDIUM_TXT,<ALL>
SYS_NAME_TXT,<ALL>
SYS_PRESSURE_NR,<ALL>
SYS_TEMPERATURE_NR,<ALL>
TPL_TRACKING_SPARE_01_TXT,Generic Models
TPL_TRACKING_SPARE_02_TXT,Generic Models
TS_BOLD_BOOL,Generic Models
TS_FONT_NAME_TXT,Generic Models
TS_FONT_SIZE_NR,Generic Models
TS_ITALIC_BOOL,Generic Models
TS_NAME_TXT,Generic Models
TS_STATUS_TXT,Generic Models
TS_UNDERLINE_BOOL,Generic Models
TS_WIDTH_FACTOR_NR,Generic Models
VGO_CATEGORY_TXT,Generic Models
VGO_CUT_COLOR_B_INT,Generic Models
VGO_CUT_COLOR_G_INT,Generic Models
VGO_CUT_COLOR_R_INT,Generic Models
VGO_CUT_WEIGHT_INT,Generic Models
VGO_HALFTONE_BOOL,Generic Models
VGO_PROJ_COLOR_B_INT,Generic Models
VGO_PROJ_COLOR_G_INT,Generic Models
VGO_PROJ_COLOR_R_INT,Generic Models
VGO_PROJ_WEIGHT_INT,Generic Models
VGO_SCHEME_NAME_TXT,Generic Models
VGO_SURFACE_COLOR_B_INT,Generic Models
VGO_SURFACE_COLOR_G_INT,Generic Models
VGO_SURFACE_COLOR_R_INT,Generic Models
VGO_SURFACE_PATTERN_TXT,Generic Models
VGO_TRANSPARENCY_NR,Generic Models
VGO_VISIBLE_BOOL,Generic Models
VGPS_CATEGORY_TXT,Generic Models
VGPS_CUT_COLOR_B_INT,Generic Models
VGPS_CUT_COLOR_G_INT,Generic Models
VGPS_CUT_COLOR_R_INT,Generic Models
VGPS_CUT_WEIGHT_INT,Generic Models
VGPS_HALFTONE_BOOL,Generic Models
VGPS_PROJ_COLOR_B_INT,Generic Models
VGPS_PROJ_COLOR_G_INT,Generic Models
VGPS_PROJ_COLOR_R_INT,Generic Models
VGPS_PROJ_WEIGHT_INT,Generic Models
VGPS_SCHEME_NAME_TXT,Generic Models
VGPS_SURFACE_COLOR_B_INT,Generic Models
VGPS_SURFACE_COLOR_G_INT,Generic Models
VGPS_SURFACE_COLOR_R_INT,Generic Models
VGPS_SURFACE_PATTERN_TXT,Generic Models
VGPS_TRANSPARENCY_NR,Generic Models
VGPS_VISIBLE_BOOL,Generic Models
WARN_ARCH_DETAIL_CODE_MISSING,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Stairs|Ramps|Casework|Furniture|Curtain Panels|Railings|Generic Models|Specialty Equipment
WARN_ASS_COMMISSIONING_SPECIALTY_EQUIP,<ALL>
WARN_ASS_CRITICALITY_SPECIALTY_EQUIP,<ALL>
WARN_ASS_DESCRIPTION_ENTOURAGE,<ALL>
WARN_ASS_DESCRIPTION_GENERIC_MODEL,<ALL>
WARN_ASS_EXPECTED_LIFE_GENERIC_MODEL,<ALL>
WARN_ASS_LEAD_TIME_SPECIALTY_EQUIP,<ALL>
WARN_ASS_MANUFACTURER_GENERIC_MODEL,<ALL>
WARN_ASS_ROOM_AREA_MIN,<ALL>
WARN_ASS_ROOM_DAYLIGHT,<ALL>
WARN_ASS_ROOM_HEIGHT_MM,<ALL>
WARN_ASS_ROOM_VENTILATION,<ALL>
WARN_ASS_TIEIN_DEFERRED_DUCT,<ALL>
WARN_ASS_TIEIN_DEFERRED_FIREPIPE,<ALL>
WARN_ASS_TIEIN_DEFERRED_GAS,<ALL>
WARN_ASS_TIEIN_DEFERRED_PIPE,<ALL>
WARN_ASS_TIEIN_NO_IFC_REF,<ALL>
WARN_ASS_TIEIN_NO_PHASE,<ALL>
WARN_ASS_TIEIN_NO_RESPONSIBLE,<ALL>
WARN_ASS_TIEIN_OPEN_CABLETRAY,<ALL>
WARN_ASS_TIEIN_OPEN_CONDUIT,<ALL>
WARN_ASS_TIEIN_OPEN_DUCT,<ALL>
WARN_ASS_TIEIN_OPEN_FIREPIPE,<ALL>
WARN_ASS_TIEIN_OPEN_GAS,<ALL>
WARN_ASS_TIEIN_OPEN_PIPE,<ALL>
WARN_BLE_CASEWORK_ACCESSIBLE_CASEWORK,Casework
WARN_BLE_CASEWORK_DEPTH_MM,Casework
WARN_BLE_CASEWORK_DEPTH_MM_CASEWORK,Casework
WARN_BLE_CASEWORK_FIRE_CASEWORK,Casework
WARN_BLE_CEILING_HEIGHT_MM_CEILINGS,Ceilings
WARN_BLE_CEILING_MATERIAL_ROOF_SOFFITS,Ceilings
WARN_BLE_CEIL_HEIGHT_MM,Ceilings
WARN_BLE_COLUMN_SLENDERNESS,Columns|Structural Columns
WARN_BLE_CW_PANEL_SHGC,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_CW_PANEL_U_VALUE,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_DOOR_ACOUSTIC,Doors
WARN_BLE_DOOR_HEIGHT_MM,Doors
WARN_BLE_DOOR_HEIGHT_MM_DOORS,Doors
WARN_BLE_DOOR_THRESHOLD_DOORS,Doors
WARN_BLE_DOOR_WIDTH_MM_ACCESSIBILITY,Doors
WARN_BLE_FLOOR_LOAD_KN_M2_FLOORS,Floors
WARN_BLE_FLOOR_LOAD_KN_M2_SLAB_EDGES,Floors
WARN_BLE_FLOOR_SLIP_RESISTANCE_FLOORS,Floors
WARN_BLE_FLR_LD_CAP_KPA,Floors
WARN_BLE_FURNITURE_CLEARANCE_MM,Furniture|Furniture Systems
WARN_BLE_FURNITURE_CLEARANCE_MM_FURNITURE,Furniture|Furniture Systems
WARN_BLE_FURNITURE_FIRE_FURNITURE,Furniture|Furniture Systems
WARN_BLE_FURNITURE_FIRE_FURNITURE_SYS,Furniture|Furniture Systems
WARN_BLE_FURNITURE_STABILITY_FURNITURE,Furniture|Furniture Systems
WARN_BLE_FURNITURE_SYS_CABLE_FURNITURE_SYS,Furniture|Furniture Systems
WARN_BLE_FURNITURE_SYS_CLEARANCE_FURNITURE_SYS,Furniture|Furniture Systems
WARN_BLE_HEADROOM_MM_NR_ROOMS,Rooms
WARN_BLE_HEADROOM_MM_NR_VERT_CIRC,Rooms
WARN_BLE_MULLION_DEFLECTION_MULLION,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_MULLION_THERMAL_BREAK_MULLION,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_PANEL_SIZE_STRUCTURAL_CURTAIN,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_PARKING_WIDTH_MM,Parking
WARN_BLE_PARK_BAY_LENGTH_PARKING,Parking
WARN_BLE_PARK_BAY_WIDTH_PARKING,Parking
WARN_BLE_PARK_BAY_WIDTH_STD_PARKING,Parking
WARN_BLE_PARK_EV_CHARGING_PARKING,Parking
WARN_BLE_RAILING_BALUSTER_RAILINGS,Railings
WARN_BLE_RAILING_GRIP_TOP_RAILS,Railings
WARN_BLE_RAILING_HEIGHT_MM_HANDRAILS,Railings
WARN_BLE_RAILING_HEIGHT_MM_RAILINGS,Railings
WARN_BLE_RAILING_HEIGHT_MM_TOP_RAILS,Railings
WARN_BLE_RAILING_INFILL_HANDRAILS,Railings
WARN_BLE_RAILING_LOAD_KN_M_RAILINGS,Railings
WARN_BLE_RAILING_LOAD_KN_M_TOP_RAILS,Railings
WARN_BLE_RAIL_HEIGHT_MM,Railings
WARN_BLE_RAIL_LOAD_KN_M,Railings
WARN_BLE_RAMP_HANDRAIL_RAMPS,Ramps
WARN_BLE_RAMP_LENGTH_MM_RAMPS,Ramps
WARN_BLE_RAMP_SLOPE_PCT_RAMPS,Ramps
WARN_BLE_RAMP_WIDTH_MM_RAMPS,Ramps
WARN_BLE_ROOF_DRAINAGE_GUTTERS,Roofs
WARN_BLE_ROOF_DRAINAGE_ROOFS,Roofs
WARN_BLE_ROOF_MATERIAL_FASCIA,Roofs
WARN_BLE_ROOF_SLOPE,Roofs
WARN_BLE_ROOF_SLOPE_DEG_ROOFS,Roofs
WARN_BLE_ROOM_AREA_SQ_M_AREAS,Rooms
WARN_BLE_ROOM_AREA_SQ_M_MASS,Rooms
WARN_BLE_ROOM_AREA_SQ_M_ROOMS,Rooms
WARN_BLE_ROOM_FIRE_ESCAPE_ROOMS,Rooms
WARN_BLE_ROOM_HEIGHT_MM_ROOMS,Rooms
WARN_BLE_ROOM_OCCUPANCY_SPACES,Rooms
WARN_BLE_ROOM_VENTILATION_ROOMS,Rooms
WARN_BLE_ROOM_VENTILATION_SPACES,Rooms
WARN_BLE_SLAB_EDGE_THERMAL_BRIDGE_SLAB_EDGES,Floors
WARN_BLE_STAIR_GOING,Stairs|Railings
WARN_BLE_STAIR_GOING_MM_STAIRS,Stairs|Railings
WARN_BLE_STAIR_GOING_MM_STAIR_RUNS,Stairs|Railings
WARN_BLE_STAIR_HEADROOM_MM,Stairs|Railings
WARN_BLE_STAIR_HEADROOM_MM_STAIRS,Stairs|Railings
WARN_BLE_STAIR_LANDING_LENGTH_LANDINGS,Stairs|Railings
WARN_BLE_STAIR_LANDING_SLIP_LANDINGS,Stairs|Railings
WARN_BLE_STAIR_NOSING_STAIR_RUNS,Stairs|Railings
WARN_BLE_STAIR_PITCH_DEG_STAIRS,Stairs|Railings
WARN_BLE_STAIR_RISE,Stairs|Railings
WARN_BLE_STAIR_RISER_MM_STAIRS,Stairs|Railings
WARN_BLE_STAIR_RISER_MM_STAIR_RUNS,Stairs|Railings
WARN_BLE_STAIR_SUPPORT_LOAD_STAIR_SUPPORTS,Stairs|Railings
WARN_BLE_STAIR_WIDTH_MM,Stairs|Railings
WARN_BLE_STAIR_WIDTH_MM_LANDINGS,Stairs|Railings
WARN_BLE_STAIR_WIDTH_MM_STAIRS,Stairs|Railings
WARN_BLE_STAIR_WIDTH_MM_STAIR_RUNS,Stairs|Railings
WARN_BLE_STRUCT_FDN_BEARING,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
WARN_BLE_STRUCT_LD_CAP,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
WARN_BLE_WALL_FIRE_WALL_SWEEPS,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_WALL_HEIGHT_RATIO,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_WALL_SLENDERNESS_RATIO_WALLS,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_WALL_TYPE_WALL_SWEEPS,Walls|Curtain Panels|Curtain Wall Mullions
WARN_BLE_WINDOW_SAFETY_GLASS_WINDOWS,Windows
WARN_BLE_WINDOW_SHGC,Windows
WARN_BLE_WINDOW_U_VALUE,Windows
WARN_CEQ_CATEGORY_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CEQ_DECON_METHOD_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CEQ_ENDO_REPRO_OVERDUE,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CEQ_GMDN_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CEQ_IMAGING_STRUCT_LOAD,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CEQ_SFG20_REF_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_ACOUSTIC_STC_LOW,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_AIIR_NOT_NEGATIVE,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_ANTERM_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_FLOOR_LOAD_INSUFFICIENT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_HBN_REF_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_HEPA_GRADE_INVALID,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_INFECT_CLASS_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_IOT_STALE,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_LIGATURE_REQUIRED,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_MRI_ZONE_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_MRI_ZONE_UNASSIGNED,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_NOISE_EXCEEDS_TARGET,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_NURSECALL_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_OR_LOW_ACH,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_OR_ULTRA_LOW_ACH,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_PE_NOT_POSITIVE,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_PRESS_DELTA_LOW,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_PRESS_REGIME_INVALID,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_PRESS_REGIME_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_RAD_NO_SHIELDING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_RDS_INCOMPLETE,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_RF_SHIELD_NO_ZONE,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_RF_SHIELD_UNSPECIFIED,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_ROOM_CLASS_MISSING,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_RT60_OUT_OF_RANGE,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_RTLS_NO_COVERAGE,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_STRUCT_NOT_SIGNED_OFF,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_CLN_WASTE_ROUTE_UNRESOLVED,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
WARN_COM_C_COVERAGE_COMM_DEVICES,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
WARN_COM_C_DATA_RATE_COMM_DEVICES,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
WARN_COM_C_POWER_SUPPLY_COMM_DEVICES,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
WARN_COM_C_PROTOCOL_COMM_DEVICES,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
WARN_COM_DEVICE_COVERAGE,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
WARN_ELC_ATS_TIME_EXCEEDED,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CDT_BEND_RADIUS_CONDUITS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CDT_BEND_RADIUS_CONDUIT_FITTINGS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CDT_CBL_FILL_PCT_CONDUITS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CDT_EARTHING_CONDUITS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CDT_FILL_RATIO,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CDT_FIRE_BARRIER_CONDUITS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CDT_RUN_LENGTH_CONDUITS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CDT_SZ_CONDUIT_FITTINGS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CIRCUIT_LOADING_PCT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CIRCUIT_LOAD_ELECTRICAL_FIX,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CONNECTOR_RATING,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CONN_IP_CONNECTORS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CONN_RATING_CONNECTORS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CTR_BEND_RADIUS_CABLE_TRAY_FTGS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CTR_EARTHING_CABLE_TRAYS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CTR_FILL_PCT_CABLE_TRAYS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CTR_FILL_RATIO,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CTR_FIRE_RATING_CABLE_TRAYS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CTR_LOAD_CABLE_TRAYS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CTR_MAT_CABLE_TRAY_FTGS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_CTR_SEGREGATION_CABLE_TRAYS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_DISCRIMINATION_ELECTRICAL_EQUI,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_EARTHING_TYPE,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_EARTH_FAULT_ELECTRICAL_EQUI,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_EES_BRANCH_INVALID,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_EMERGENCY_BATTERY_ELECTRICAL_FIX,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_FIXTURE_MOUNTING_HEIGHT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_IP_RATING,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_IP_RATING_ELECTRICAL_EQUI,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_IP_RATING_ELECTRICAL_FIX,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LABELLING_ELECTRICAL_EQUI,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_CONDUCTOR_CROSS_SECT_LOW,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_DOWN_COND_INSUFFICIENT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_EARTH_RESISTANCE_HIGH,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_INSPECTION_OVERDUE,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_MESH_SIZE_EXCEEDED,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_NO_BONDING,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_NO_CLASS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_NO_RISK_ASSESSMENT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_NO_ZONE,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_LPS_SEPARATION_FAIL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_AIC_INADEQUATE,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_FEEDER_UNDERSIZED,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_LOAD_BALANCE,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_NO_TVSS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_SCCR_LOW,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_SCHEDULE_MISSING,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_SHORT_CIRCUIT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_SPARES_LOW,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_PNL_SPARE_WAYS,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_SHORT_CIRCUIT_ELECTRICAL_EQUI,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_SPARE_CAPACITY_ELECTRICAL_EQUI,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_VLT_DROP_PCT_ELECTRICAL_EQUI,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_VLT_DROP_PCT_ELECTRICAL_FIX,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_ELC_WIRE_AMPACITY_MISSING,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
WARN_FAB_CONTAINMENT_DIMENSIONS,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
WARN_FAB_CONTAINMENT_FILL_RATIO,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
WARN_FAB_CONTAINMENT_FIRE_RATING,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
