# v2.3 | 20260227 | BIM Template mr_parameters
Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Generic Models,MAT_LAYER_1_MATERIAL,1bd477a7-6cfe-579d-adb9-10528e512790,TEXT,MAT_INFO,Instance,Mat Layer 1 Material [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_STRAINER_END_CONNECTION_TXT,2b5ed3a7-d217-524c-b92d-878ba524c721,TEXT,PLM_DRN,Type,Plm Strainer End Connection Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,FLS_SFTY_DEV_ADDRESS_TXT,524bd6a7-15d0-5c44-9b0b-8f7ea4968d1b,TEXT,FLS_LIFE_SFTY,Type,Fls Sfty Dev Address Txt [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,PROP_THERMAL_COND_W_MK,7a67eea7-6c74-56ea-bf6e-2cb506aef2b6,NUMBER,PROP_PHYSICAL,Instance,Prop Thermal Cond W Mk [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_FRM_BEAM_LENGTH_M,d4e5f6a7-b8c9-0123-defa-4567890123d4,LENGTH,CST_PROC,Type,Formwork beam length in meters [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,RGL_NWSC_APPROVAL_BOOL,7f7752a8-e1cc-5259-b73d-1141327ad1e6,YESNO,RGL_CMPL,Type,Rgl Nwsc Approval Bool [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,SPARE_PARAM_05_INT,4dfa5da8-b92f-42a2-89b2-240dc1676ec2,INTEGER,TPL_TRACKING,Type,Spare parameter 05 for future use [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_TOTAL_ROOFING_COST,a0302da9-fe50-4b97-a199-21fc7b12defe,CURRENCY,COM_DAT,Type,Total roofing cost in UGX [ISO 19650-3:2020],True,(CST_CALC_SHEETS_NR * CST_UNIT_PRICE_SHEET_UGX) + (CST_CALC_PURLINS_M * 15000) + (CST_CALC_FASTENERS_NR * CST_UNIT_PRICE_FASTENER_UGX),"CST_CALC_SHEETS_NR, CST_CALC_PURLINS_M, CST_CALC_FASTENERS_NR",COSTING,0,1
Generic Models,PRJ_TB_DRAWN_BY_TXT,760330a9-462f-5f6f-b8e4-866262084c1d,TEXT,PRJ_INFORMATION,Type,Prj Tb Drawn By Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PER_ACOUSTICS_STC_RATING_TXT,941170a9-8c8c-568d-b609-34271b018e70,TEXT,PER_SUST,Type,Per Acoustics Stc Rating Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,FIN_WALL_TAG_TXT,456cd8aa-e875-458c-b778-7abbe2f0563d,TEXT,BLE_ELES,Type,"Wall finish schedule tag: interior, exterior, paint coats, finish type [ISO 19650-1:2018]",False,,,ARCHITECTURAL,1,0
Generic Models,FLS_LIFE_SFTY_SPARE_02_TXT,072adaaa-d926-4050-ac0a-92b292d9e8d8,TEXT,FLS_LIFE_SFTY,Type,Spare parameter 2 for FLS_LIFE_SFTY group,False,,,FIRE,1,1
Generic Models,BLE_APP-CUT-BG-PATTERN,263205ab-ecb0-5c04-b72e-a061a597fd61,TEXT,CST_PROC,Instance,Ble App-cut-bg-pattern [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,SPARE_PARAM_01_TXT,7c5113ab-747f-483e-b0e0-2e95b7ac19a8,TEXT,TPL_TRACKING,Type,Spare parameter 01 for future use [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ASS_LVL_COD_TXT,b1e51fab-fa88-50df-8b2f-bcdbe48e7c78,TEXT,ASS_MNG,Type,Ass Lvl Cod Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,PLM_SPT_LD_CAP_KG,3b0d81ab-15d5-55ec-a7ed-8e00a15f8642,VOLUME,PLM_DRN,Type,Plm Spt Ld Cap Kg [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,ASS_SKIRTING_TYPE_TXT,e15fa9ab-ec13-5055-a863-e50364ebb142,TEXT,ASS_MNG,Type,Ass Skirting Type Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,HVC_DCT_PROPERTY_TXT,ff2cf4ab-256d-5c2b-b593-cb658cc581f7,TEXT,HVC_SYSTEMS,Type,Hvc Dct Property Txt [ISO 19650-1:2018],False,,,HVAC,1,0
Generic Models,PRJ_TB_CLIENT_NAME_TXT,720b78ac-264c-5e0d-8d59-81f51714b167,TEXT,PRJ_INFORMATION,Type,Prj Tb Client Name Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_STAIR_HANDRAIL_MAT_TXT,acfcc9ad-ceb4-597e-866e-355b024dc498,TEXT,BLE_STRUCTURE,Type,Hvc Stair Handrail Mat Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,MAT_DURABILITY,b40a8bae-2267-5cbd-863b-a237932e520e,TEXT,MAT_INFO,Instance,Mat Durability [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_DRAWING_NR_TXT,b16817af-f02d-504f-933b-8c83ef1d0a60,TEXT,PRJ_INFORMATION,Type,Prj Drawing Nr Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PER_SUST_SPARE_02_TXT,842f36af-502d-4c69-9e52-18aeeb012d6a,TEXT,PER_SUST,Type,Spare parameter 2 for PER_SUST group,False,,,REGULATORY,1,1
Generic Models,MA_REVIEWED_BY_TXT,de9281af-99f0-4fb4-ad3f-11c7e729962c,TEXT,TPL_TRACKING,Type,Reviewed by [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,MAT_LAYER_2_FUNCTION,f7a1b5af-867c-5d16-bf51-3857e7cdbec6,TEXT,MAT_INFO,Instance,Mat Layer 2 Function [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_MAS_WASTAGE_FCT_PCT,da6610b0-f187-5b08-88ba-d428e13135f7,NUMBER,COM_DAT,Type,Cst S Mas Wastage Fct Pct [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,BLE_FLR_UNDERFLR_HEATING_SYSTEM_TXT,48669ab0-15cd-551e-9acd-0ff5645e8522,TEXT,CST_PROC,Type,Ble Flr Underflr Heating System Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_MAT_DISCIPLINE_TXT,eb40b4b0-bf5f-568d-bc4c-fb1dfbab0895,TEXT,CST_PROC,Instance,Ble Mat Discipline Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_TB_CONTRACTOR_ADDRESS_TXT,aa8717b1-a974-5c21-aec1-b9b0ba15483b,TEXT,PRJ_INFORMATION,Type,Prj Tb Contractor Address Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PRJ_DWG_SUITABILITY_COD_TXT,2e8087b2-691d-5882-a589-4e25a6e4a777,TEXT,PRJ_INFORMATION,Type,Prj Dwg Suitability Cod Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_SUP_COUNTRY_OF_ORIGIN_INT,d9d898b2-c60f-56e2-bfb9-f76c4eb0b778,INTEGER,COM_DAT,Type,Cst Sup Country Of Origin Int [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,CST_S_EAR_COMPACTION_NR,bb65edb2-cf5d-5f80-9607-ae66f321a2f4,NUMBER,COM_DAT,Type,Cst S Ear Compaction Nr [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,RGL_ACCESS_TACTILE_WARNING_TXT,0bdf3eb3-c1cb-5d2a-a8d3-a6a1f25e78d7,TEXT,RGL_CMPL,Type,Rgl Access Tactile Warning Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,SYS_CLASSIFICATION_TXT,393abeb3-a7be-43d8-a8cb-709aea929ade,TEXT,TPL_TRACKING,Type,System classification [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,COMP_MAT_TAG_2_TXT,6eef14b4-c51c-4918-bd6c-dd05aca45813,TEXT,MAT_INFO,Instance,"ISO 19650 procurement tag: name, ISO ID, durability, approved vendor [ISO 19650-3:2020]",False,,,ARCHITECTURAL,1,0
Generic Models,BLE_APP-THERMAL-ASSET,d9e521b5-c867-56ad-87d4-7c7e2ab29787,TEXT,CST_PROC,Instance,Ble App-thermal-asset [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,MAT_ISO_19650_ID,11ce94b5-249d-5ab1-8f8f-ac5f9dd0faa6,TEXT,MAT_INFO,Instance,Mat Iso 19650 Id [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_SPT_SPACING_M,b15dc0b5-7b22-5157-8872-41322064e461,LENGTH,PLM_DRN,Type,Plm Spt Spacing M [ISO 19650-1:2018],True,"if(PLM_PPE_SZ_MM <= 50, 1.2, if(PLM_PPE_SZ_MM <= 100, 1.8, if(PLM_PPE_SZ_MM <= 150, 2.4, 3.0)))",PLM_PPE_SZ_MM,PLUMBING,0,0
Generic Models,PER_ENVIRONMENTAL_CORROSION_PROT_TXT,fa98e5b5-94f4-5e0c-ad84-706f564746b7,TEXT,PER_SUST,Type,Per Environmental Corrosion Prot Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,OS_PATTERN_TXT,125330b6-7976-4bf6-9935-2310e3f53b3a,TEXT,TPL_TRACKING,Type,Object style pattern [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,BLE_APP-SURFACE-BG-COLOR,fc99a1b6-b1b1-5e71-93fb-78d20293c6ea,TEXT,CST_PROC,Instance,Ble App-surface-bg-color [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,RGL_ACCESS_REFUGE_AREA_TXT,884ee4b6-ab9b-5abb-92d6-3f46cfe291e9,TEXT,RGL_CMPL,Type,Rgl Access Refuge Area Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,ASS_INST_DATE_TXT,0d021db7-c85a-5df7-82e3-6a2fd48eb619,TEXT,ASS_MNG,Type,Ass Inst Date Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,CST_UNIT_PRICE_PRIMER_UGX,3e752ab7-7a0f-4564-8931-c2fc456343cf,CURRENCY,COM_DAT,Type,Unit price per liter primer in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,PLM_DRN_VNT_TERMINAL_HEIGHT_FT,64a030b7-5e50-5175-a885-5935e46c619f,LENGTH,PLM_DRN,Type,Plm Drn Vnt Terminal Height Ft [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,ASS_PMT_CST_LABOUR_CST_UGX_NR,5188a0b7-bdc3-5aa4-85a9-b986c53e4bea,CURRENCY,ASS_MNG,Type,Ass Pmt Cst Labour Cst Ugx Nr [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,PER_THERM_U_VALUE_W_M2K_NR,497231b8-269c-5d9b-ab0b-d4d2b40192d8,NUMBER,PER_SUST,Type,Per Therm U Value W M2k Nr [ISO 19650-1:2018],True,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,SUSTAINABILITY,0,1
Generic Models,CST_PERCENTAGE_OF_TOTAL_PCT,e5f6a7b8-c9d0-1234-efab-5678901234e5,NUMBER,CST_PROC,Type,Percentage of total project cost [ISO 19650-3:2020],True,(ASS_CST_TOTAL_UGX_NR / CST_TOTAL_MATERIAL_COST) * 100,"ASS_CST_TOTAL_UGX_NR, CST_TOTAL_MATERIAL_COST",COSTING,0,0
Generic Models,CST_CALC_AGGREGATE_M3,a4e3d4b8-5844-43d9-bda6-a7c32fc037b3,VOLUME,COM_DAT,Type,Calculated aggregate volume in cubic meters [ISO 19650-3:2020],True,CST_S_CON_AGGREGATE_VOLUME_CU_M * 1.05,CST_S_CON_AGGREGATE_VOLUME_CU_M,CONSTRUCTION,0,1
Generic Models,COLOR_B_INT,fa8343b9-546a-44ad-a4ab-358ee8a446c1,INTEGER,TPL_TRACKING,Type,Palette color blue [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,VT_DETAIL_LEVEL_TXT,5ebb47b9-ec84-4b5d-8f92-b2505e72fffb,TEXT,TPL_TRACKING,Type,"Detail level (Coarse, Medium, Fine) [ISO 19650-1:2018]",False,,,TEMPLATE_METADATA,1,0
Generic Models,CST_UNIT_PRICE_CEMENT_UGX,218c73b9-4c9c-4c9f-a78d-3aae9b05c8f1,CURRENCY,COM_DAT,Type,Unit price per cement bag in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,LS_NAME_TXT,96abafb9-537d-4e4f-843a-e616e92f77a6,TEXT,TPL_TRACKING,Type,Line style name [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PRJ_TB_REVISION_NR_TXT,aacdcfb9-3b3e-53dc-adf2-4cbb1735138b,TEXT,PRJ_INFORMATION,Type,Prj Tb Revision Nr Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,DS_TICK_SIZE_NR,cdccd3b9-cb8f-46f9-b87a-73ff3abd7af5,NUMBER,TPL_TRACKING,Type,Tick mark size in mm [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_S_MAS_OPENING_AREA_SQ_M,8074e3b9-b61d-5db9-8109-70029345c47c,AREA,COM_DAT,Type,Cst S Mas Opening Area Sq M [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,FLS_SFTY_COVERAGE_AREA_SQ_M,60aa2cba-922e-544e-a8c6-3e7ac9d73029,AREA,FLS_LIFE_SFTY,Type,Fls Sfty Coverage Area Sq M [ISO 19650-1:2018],True,"if(FLS_PROT_SPRINKLER_HED_TYPE_TXT = ""Standard Response"", 12, if(FLS_PROT_SPRINKLER_HED_TYPE_TXT = ""Quick Response"", 9, 9))",FLS_PROT_SPRINKLER_HED_TYPE_TXT,FIRE,0,0
Generic Models,MAT_LAYER_4_FUNCTION,3bc551ba-bd2b-5a28-8080-3d5d069ee07d,TEXT,MAT_INFO,Instance,Mat Layer 4 Function [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_SUP_QUALITY_INSP_REQ_BOOL,94cbc6ba-9604-51db-af46-e2aec831f284,YESNO,COM_DAT,Type,Cst Sup Quality Insp Req Bool [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PLM_VLV_CV_VALUE_NR,402714bb-5b0a-5aa3-bfb5-b45ff24880bb,NUMBER,PLM_DRN,Type,Plm Vlv Cv Value Nr [ISO 19650-1:2018],True,PLM_PPE_FLW_LPS * 3.6 / (PLM_PSR_KPA ^ 0.5),"PLM_PPE_FLW_LPS, PLM_PSR_KPA",PLUMBING,0,0
Generic Models,RGL_PERIODIC_INSP_FREQ_TXT,d701c2bb-8482-55ce-b163-9695f3f56144,TEXT,RGL_CMPL,Type,Rgl Periodic Insp Freq Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,SYS_MATERIAL_STANDARD_TXT,1dd3b7bd-99f3-48bc-bb6c-dcc700259018,TEXT,TPL_TRACKING,Type,Material standard [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_CALC_VOLUME_M3,46ebacbf-32be-451b-9aa4-be9a5a1ff776,VOLUME,COM_DAT,Type,Calculated volume in cubic meters [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,BLE_MAT_THICK_MM,1ffbcbbf-bbda-5e3b-ab4f-48c1a3df5fe2,LENGTH,CST_PROC,Instance,Ble Mat Thick Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,MAT_LAYER_2_THICKNESS_MM,273ae5c0-1913-51c2-8415-5263b0c83606,LENGTH,MAT_INFO,Instance,Mat Layer 2 Thickness Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_UNIT_PRICE_PAINT_UGX,8aa51fc1-275b-4c90-ace5-7eec66e8d25d,CURRENCY,COM_DAT,Type,Unit price per liter paint in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,PRJ_DWG_SUPERSEDES_TXT,aa16b2c1-64d5-50b9-b262-64bddce585cb,TEXT,PRJ_INFORMATION,Type,Prj Dwg Supersedes Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,a49779c2-c2c9-556b-9968-acebb0809061,NUMBER,COM_DAT,Type,Cst Sup Procurement Lead Time Days [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,SYS_LINE_WEIGHT_INT,27158dc2-ab26-41ae-b736-b5ddcd6f2874,INTEGER,TPL_TRACKING,Type,System line weight [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,WS_TYPE_TXT,421ba4c2-fa9f-4d05-b870-074d4769c6e7,TEXT,TPL_TRACKING,Type,Workset type [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,MAT_LAYER_1_THICKNESS_MM,ac31c3c2-82f6-5cd9-a1e3-9489bc95a16b,LENGTH,MAT_INFO,Instance,Mat Layer 1 Thickness Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_REI_SCHEDULE_REF_TXT,55cecac2-ea99-5dc7-a12b-2ce553854b64,TEXT,COM_DAT,Type,Cst S Rei Schedule Ref Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,BLE_MAT_L1_FUNC_TXT,fefeffc2-c93e-5394-ac38-7fa32ecf1d45,TEXT,CST_PROC,Instance,Ble Mat L1 Func Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,TS_UNDERLINE_BOOL,bdaa43c3-f722-4af1-93e1-d02da214a866,YESNO,TPL_TRACKING,Type,Underlined text [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PRJ_TB_STRUCTURAL_CONSULTANTS_NAME_TXT,deb67fc4-80aa-505c-b25f-760a26c6c4ec,TEXT,PRJ_INFORMATION,Type,Prj Tb Structural Consultants Name Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_MAT_NAME_TXT,8862acc4-ec12-5df8-a933-791a7cc3967b,TEXT,CST_PROC,Instance,Ble Mat Name Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,LTG_CONTROLS_SPARE_01_TXT,728f1fc5-6482-4d9d-a1c3-1d329189df14,TEXT,LTG_CONTROLS,Type,Spare parameter 1 for LTG_CONTROLS group,False,,,ELECTRICAL,1,0
Generic Models,ASS_PART_NUMBER_TXT,54ea24c5-d286-5eb3-85f3-2855dd4b8a9b,TEXT,ASS_MNG,Type,Ass Part Number Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,PER_SUST_RECYCLED_CONTENT_PCT,80a82dc5-44df-5b4f-bbe9-5304201c97db,NUMBER,PER_SUST,Type,Per Sust Recycled Content Pct [ISO 19650-1:2018],True,"if(CST_S_REI_WEIGHT_KG > 0, 25, 0)",CST_S_REI_WEIGHT_KG,SUSTAINABILITY,0,1
Generic Models,BI_TOP_COLOR_TXT,38ccbdc5-caea-4d85-aa28-99f47183871b,TEXT,TPL_TRACKING,Type,Top gradient color RGB [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ELC_CBL_INS_TYPE_TXT,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,TEXT,ELC_PWR,Type,Elc Cbl Ins Type Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,CST_S_MAS_BRICK_STRENGTH_TXT,f3cd05c6-6659-5fbc-beec-0a8f324911e2,TEXT,COM_DAT,Type,Cst S Mas Brick Strength Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PRJ_TB_DATE_DRAWN_TXT,da584dc6-c3ae-5ae9-97e9-fdc9286ccb55,TEXT,PRJ_INFORMATION,Type,Prj Tb Date Drawn Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,MA_NOTES_TXT,30fa67c6-2118-4d9f-b10b-1a2ce22b177e,TEXT,TPL_TRACKING,Type,Audit notes [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,MAT_NAME,819a8cc6-a552-5649-921f-3b6e494c49d7,TEXT,MAT_INFO,Instance,Mat Name [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_FRM_CST_TOTAL_UGX_NR,ddeda9c6-f78c-56cd-b46d-2f9cfb75e322,CURRENCY,COM_DAT,Type,Cst S Frm Cst Total Ugx Nr [ISO 19650-2:2018],True,(CST_S_FRM_PLYWOOD_SHEETS_NR * 120000) + (CST_S_FRM_TIMBER_VOLUME_CU_M * 800000) + (CST_S_FRM_PROPS_QUANTITY_NR * 25000),"CST_S_FRM_PLYWOOD_SHEETS_NR, CST_S_FRM_TIMBER_VOLUME_CU_M, CST_S_FRM_PROPS_QUANTITY_NR",COSTING,0,0
Generic Models,PLM_INS_K_VALUE,7810f8c6-0266-54d9-b917-730a438c62d1,TEXT,PLM_DRN,Type,Plm Ins K Value [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,HVC_PIPE_LENGTH_M,30b3a7c7-b758-5d72-addb-823d8452a63d,LENGTH,HVC_SYSTEMS,Type,Hvc Pipe Length M [ISO 19650-1:2018],True,Length,Length,HVAC,0,0
Generic Models,FLS_SFTY_DEV_DETECTOR_SENSITIVITY_TXT,746fafc7-c138-5211-8f37-cb013cf6b5af,TEXT,FLS_LIFE_SFTY,Type,Fls Sfty Dev Detector Sensitivity Txt [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,PER_SUST_CARBON_FOOTPRINT_KG,37bfc1c7-70c9-56b1-8265-418575307a88,NUMBER,PER_SUST,Type,Per Sust Carbon Footprint Kg [ISO 19650-1:2018],True,(CST_S_CON_VOLUME_CU_M * 350) + (CST_S_REI_WEIGHT_KG * 1.77) + (CST_CALC_BLOCKS_NR * 0.09),"CST_S_CON_VOLUME_CU_M, CST_S_REI_WEIGHT_KG, CST_CALC_BLOCKS_NR",SUSTAINABILITY,0,1
Generic Models,BLE_FLR_RAISED_FLR_HEIGHT_MM,1396e2c7-8f70-5754-b125-1bddd38b514b,LENGTH,CST_PROC,Type,Ble Flr Raised Flr Height Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_MAS_WALL_AREA_SQ_M,ad3a7cc8-a753-562f-bc14-eb885ede8934,AREA,COM_DAT,Type,Cst S Mas Wall Area Sq M [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PROP_THERMAL_RES_M2K_W,7c46e3c8-c6d8-5b39-9e25-2ccd795886ee,AREA,PROP_PHYSICAL,Instance,Prop Thermal Res M2k W [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,FLS_LIFE_SFTY_SPARE_01_TXT,938cfdc8-a30d-49c8-9aed-7c7693dc18eb,TEXT,FLS_LIFE_SFTY,Type,Spare parameter 1 for FLS_LIFE_SFTY group,False,,,FIRE,1,1
Generic Models,MAT_CATEGORY,4cd946c9-17f7-5d6c-8593-07e1fe37d933,TEXT,MAT_INFO,Instance,Mat Category [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,SYS_TEMPERATURE_NR,05045ac9-c5c4-4e4c-b597-2606b962b2a9,NUMBER,TPL_TRACKING,Type,System design temperature [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_S_EAR_DISPOSAL_VOLUME_CU_M,f6a7b8c9-d0e1-2345-fabc-6789012345f6,VOLUME,CST_PROC,Type,Excavation disposal volume in cubic meters [ISO 19650-2:2018],True,CST_S_EAR_EXCAVATION_VOLUME_CU_M * 0.25,CST_S_EAR_EXCAVATION_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,ELC_CKT_VLT_V,b1bf20ca-7ff0-51c0-8a21-55eb9e18fe7f,ELECTRICAL_POTENTIAL,ELC_PWR,Type,Elc Ckt Vlt V [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,CST_S_REI_LENGTH_M,a522c4ca-d18b-52ef-8be1-58fefdc80055,LENGTH,COM_DAT,Type,Cst S Rei Length M [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,BLE_FACADE_FIX_SYSTEM_TXT,7cc034cb-8dec-53dc-8b8b-4f6539a6e386,TEXT,CST_PROC,Type,Ble Facade Fix System Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_STRUCT_SLAB_THICKNESS_MM,dcc854cb-001b-5b36-9597-17fcdfb80e8e,LENGTH,CST_PROC,Type,Ble Struct Slab Thickness Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_CALC_CEMENT_BAGS_NR,2c573ecc-95f1-4c20-bf30-3ae228a346c3,NUMBER,COM_DAT,Type,Calculated cement bags (50kg) [ISO 19650-3:2020],True,CST_S_CON_CEMENT_BAGS_NR + CST_S_MAS_CEMENT_BAGS_NR,"CST_S_CON_CEMENT_BAGS_NR, CST_S_MAS_CEMENT_BAGS_NR",CONSTRUCTION,0,1
Generic Models,PER_ENVIRONMENTAL_RAINFALL_ANNUAL_MM,cc663fcc-4576-5b0f-aad0-0d9bbef6db4e,LENGTH,PER_SUST,Type,Per Environmental Rainfall Annual Mm [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,COM_C_DEV_CONTROLLER_NAME_TXT,046c4fcc-67dc-5359-96f8-063acff7c6a9,TEXT,COM_DAT,Type,Com C Dev Controller Name Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Generic Models,COM_C_PROTOCOL_TXT,892356cc-e1c9-5eea-a99c-d92dfca7caab,TEXT,COM_DAT,Type,Com C Protocol Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Generic Models,CST_S_MAS_MORTAR_RATIO_TXT,96387ecc-1772-5ec6-92eb-74354f6fb7a6,TEXT,COM_DAT,Type,Cst S Mas Mortar Ratio Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PLM_PPE_PROPERTY_TXT,7867a5cc-a8e4-5b4c-a10a-520576bb28cc,TEXT,PLM_DRN,Type,Plm Ppe Property Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,ASS_WARRANTY_PERIOD_TXT,3a89b2cc-b017-50b4-9492-22369b5313f7,TEXT,ASS_MNG,Type,Ass Warranty Period Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,SYS_ABBREVIATION_TXT,56c866cd-ccae-4b65-aa91-ea2f8f03dbec,TEXT,TPL_TRACKING,Type,System abbreviation [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ASS_WARRANTY_EXPIRATION_DATE_TXT,bb4c8fcd-1997-5f0c-9670-f5c245517a8f,TEXT,ASS_MNG,Type,Ass Warranty Expiration Date Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,PRJ_ADDRESS_2_TXT,4390abcd-ec43-5e4c-9d70-3c3f933fe7df,TEXT,PRJ_INFORMATION,Type,Prj Address 2 Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PLM_DRN_BKWTR_VALVE_TXT,b0edd1cd-19ed-5204-8f9c-98f27ab053be,TEXT,PLM_DRN,Type,Plm Drn Bkwtr Valve Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
