# v2.3 | 20260227 | BIM Template mr_parameters
Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Generic Models,BLE_ROOF_GUTTER_SZ_MM,90f79b75-88c0-5c4b-8c88-0e6c9e20d07f,LENGTH,CST_PROC,Type,Ble Roof Gutter Sz Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_APP-SURFACE-FG-PATTERN,a389b775-f56d-5c0f-8863-c1acca491c62,TEXT,CST_PROC,Instance,Ble App-surface-fg-pattern [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,SYS_INSULATION_TYPE_TXT,14246a76-589b-4b6c-ab1b-cb1ff88daae3,TEXT,TPL_TRACKING,Type,Insulation type [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PRJ_TB_CONSULTANT_ADDRESS_TXT,8e83ae76-71fe-55a8-8af1-0408c799f801,TEXT,PRJ_INFORMATION,Type,Prj Tb Consultant Address Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_S_FRM_PLYWOOD_SHEETS_NR,f6a72f77-4d2c-50c5-bab6-1ea5ac723b52,NUMBER,COM_DAT,Type,Cst S Frm Plywood Sheets Nr [ISO 19650-2:2018],True,(CST_S_FRM_SLAB_AREA_SQ_M + CST_S_FRM_BEAM_AREA_SQ_M) / 2.88 * 1.15,"CST_S_FRM_SLAB_AREA_SQ_M, CST_S_FRM_BEAM_AREA_SQ_M",CONSTRUCTION,0,0
Generic Models,PLM_HOTWTR_FUEL_TYPE_TXT,00d19977-f0af-53c0-beab-60d396a2ba05,TEXT,PLM_DRN,Type,Plm Hotwtr Fuel Type Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,BLE_MAT_L1_MAT_TXT,466e2578-05f3-5352-9e27-a95a37760ec5,TEXT,CST_PROC,Instance,Ble Mat L1 Mat Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,MAT_LOCATION,77673d78-89cd-5919-8d96-e0ed6d6519ed,TEXT,MAT_INFO,Instance,Mat Location [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,COM_C_DEV_BACNET_INSTANCE_INT,cc10a979-3073-515a-bc65-4ea84a408858,INTEGER,COM_DAT,Type,Com C Dev Bacnet Instance Int [ISO 19650-1:2018],False,,,COSTING,1,0
Generic Models,PLM_DRN_FLW_RATE_LPS,098dc279-7870-50e9-93c3-5ba1b8ff9a20,VOLUME,PLM_DRN,Type,Plm Drn Flw Rate Lps [ISO 19650-1:2018],True,3.14159 * (PLM_PPE_SZ_MM / 2000) ^ 2 * PLM_DRN_VEL_MPS * 0.5,"PLM_PPE_SZ_MM, PLM_DRN_VEL_MPS",PLUMBING,0,0
Generic Models,PLM_GASKET_THICKNESS_MM,d4e8de7a-6502-521e-93da-fd7812d5e373,LENGTH,PLM_DRN,Type,Plm Gasket Thickness Mm [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,CP_ELEMENT_TYPE_TXT,5cdeb37b-1acc-4042-8aa9-16fc6e5b3792,TEXT,TPL_TRACKING,Type,Element type in palette [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT,b0cf547c-cf10-556d-b05e-f833b518b61d,TEXT,CST_PROC,Type,Ble Wall Moisture Barrier Included Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PROP_DENSITY_KG_M3,7ac2667c-733e-5427-a646-4114c1d5d966,VOLUME,PROP_PHYSICAL,Instance,Prop Density Kg M3 [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,LTG_CKT_NR_TXT,d233837c-5748-57d3-904b-f68e72e4c1e5,TEXT,LTG_CONTROLS,Type,Ltg Ckt Nr Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,ELC_CKT_FINAL_TXT,9cec857c-be26-5146-a85b-d69749aa4592,TEXT,ELC_PWR,Type,Elc Ckt Final Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,PLM_DRN_VNT_MAT_TXT,36d89b7c-3247-5b75-8395-1304ceef745c,TEXT,PLM_DRN,Type,Plm Drn Vnt Mat Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,MAT_ELEMENT_TYPE,8e5bf87c-4cd4-575a-95cc-e2faf2beaf70,TEXT,MAT_INFO,Instance,Mat Element Type [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_STAIR_TREAD_FINISH_TXT,138dc87d-fb13-50b6-a5cf-07c9b2478746,TEXT,BLE_STRUCTURE,Type,Hvc Stair Tread Finish Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,ENV_ROOF_TAG_TXT,9a1ef97d-12f7-419d-93f9-60f3773e55ef,TEXT,BLE_ELES,Type,"Roof specification tag: covering, waterproofing, R-value, slope [ISO 19650-1:2018]",False,,,ARCHITECTURAL,1,0
Generic Models,CST_IMPORT_REQUIRED_BOOL,9e582b7e-a208-5c68-96b1-569156796d54,YESNO,COM_DAT,Type,Cst Import Required Bool [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,BLE_APP-IMAGE,eaaf3b80-c7f9-508a-8e4e-2aafba2d2f76,TEXT,CST_PROC,Instance,Ble App-image [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,ASS_EXPECTED_LIFE_YEARS_YRS,3bc7b880-b296-532f-9faf-8c41d69df5c3,NUMBER,ASS_MNG,Type,Ass Expected Life Years Yrs [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,MAT_EPD_REF_TXT,9858e380-29bb-430b-82d0-7f2898d2fd3d,TEXT,MAT_INFO,Type,Environmental Product Declaration reference number per ISO 22057 [ISO 22057:2022],False,,,SUSTAINABILITY,1,0
Generic Models,PRJ_DWG_ISSUE_PURPOSE_TXT,a3bf9281-16ad-5bc3-a389-da4fa300b2d4,TEXT,PRJ_INFORMATION,Type,Prj Dwg Issue Purpose Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,LTG_CONTROLS_SPARE_02_TXT,444ed381-01e5-4d94-a1e8-c5f22377a01e,TEXT,LTG_CONTROLS,Type,Spare parameter 2 for LTG_CONTROLS group,False,,,ELECTRICAL,1,0
Generic Models,PLM_DRN_FITTING_INST_DETAIL_NR,9f462782-3ba1-5d9d-862f-5a29d58fe972,NUMBER,PLM_DRN,Type,Plm Drn Fitting Inst Detail Nr [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,BLE_MAT_ID_TXT,522b2f82-71be-5fc9-9e9a-ea5e61f7967b,TEXT,CST_PROC,Instance,Ble Mat Id Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_STRUCT_LD_CAP_KN_NR,18036582-317d-57dd-a0c6-698f6dad5136,NUMBER,CST_PROC,Type,Ble Struct Ld Cap Kn Nr [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_CON_SLUMP_MM,22faa982-971b-59c6-97af-b382d22859ed,LENGTH,COM_DAT,Type,Cst S Con Slump Mm [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,MAT_PERF_TAG_3_TXT,011ce782-1772-4477-bf4e-4a29a95c507a,TEXT,MAT_INFO,Instance,"Layer build-up tag: layer count, function, material, thickness [ISO 19650-1:2018]",False,,,ARCHITECTURAL,1,0
Generic Models,CST_SUP_LOCAL_SUPPLIER_TXT,a253f382-f8e0-561f-9382-1d6f5c9c9009,TEXT,COM_DAT,Type,Cst Sup Local Supplier Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,MAT_LAYER_4_THICKNESS_MM,d2f81f83-7867-51fb-9a06-a9e58f75f14a,LENGTH,MAT_INFO,Instance,Mat Layer 4 Thickness Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_VLV_OPERATOR_TYPE_TXT,e03a4483-45df-5f76-8bdf-0865196822b7,TEXT,PLM_DRN,Type,Plm Vlv Operator Type Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,WS_VISIBLE_DEFAULT_BOOL,5f114a83-0645-4885-892a-ad18d2a54ec5,YESNO,TPL_TRACKING,Type,Visible by default [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,CST_SUP_CUSTOMS_CLEARANCE_DAYS,37159083-c17f-5fa7-80f6-007a53a8f67d,NUMBER,COM_DAT,Type,Cst Sup Customs Clearance Days [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,CST_UNIT_PRICE_SHEET_UGX,2bdebe83-56ba-4e77-a27a-8179f7ad01c4,CURRENCY,COM_DAT,Type,Unit price per roofing sheet in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,MAT_TAG_5_TXT,c7efed83-bbd2-4a2e-b79a-292a1cfa3a18,TEXT,MAT_INFO,Instance,ISO 23386/23387 property dictionary GUID tag [ISO 23386:2020],False,,,ARCHITECTURAL,1,0
Generic Models,CST_TOTAL_LABOUR_COST,e0080184-258d-4910-92b5-acce14480380,CURRENCY,COM_DAT,Type,Total labour cost in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,FLT_SURFACE_PATTERN_TXT,420a5a84-1677-4f22-8c19-cb63c5e0c36d,TEXT,TPL_TRACKING,Type,Override surface pattern [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,TS_WIDTH_FACTOR_NR,bbfcb884-5fb0-45b2-aac0-946deb714973,NUMBER,TPL_TRACKING,Type,Text width factor [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_STRUCT_SEISMIC_DESIGN_BOOL,6002d584-21c6-59f6-9a92-a7f81e72504a,YESNO,CST_PROC,Type,Ble Struct Seismic Design Bool [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],True,(CST_S_FRM_SLAB_AREA_SQ_M + CST_S_FRM_BEAM_AREA_SQ_M) / 30,"CST_S_FRM_SLAB_AREA_SQ_M, CST_S_FRM_BEAM_AREA_SQ_M",CONSTRUCTION,0,0
Generic Models,BLE_CEILING_TYPE_CLASSIFICATION_TXT,8ffdf285-c7d0-5751-99d5-049f16349af2,TEXT,CST_PROC,Type,Ble Ceiling Type Classification Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_DRN_BODY_MAT_TXT,cb002a86-4d9f-57a5-9561-dec2f72590bf,TEXT,PLM_DRN,Type,Plm Drn Body Mat Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,RGL_QA_TST_REPORT_REF_TXT,9e404386-90b2-5c9c-a035-e16d3250b657,TEXT,RGL_CMPL,Type,Rgl Qa Tst Report Ref Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,MAT_INFO_SPARE_02_TXT,66ead487-2258-4c7b-9a9d-015d06c25cae,TEXT,MAT_INFO,Type,Spare parameter 2 for MAT_INFO group,False,,,ARCHITECTURAL,1,0
Generic Models,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,RGL_OCCUPANCY_CERT_REQ_BOOL,11a35489-5285-5344-bdd2-16608bfb080c,YESNO,RGL_CMPL,Type,Rgl Occupancy Cert Req Bool [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],True,BLE_ELE_AREA_SQ_M * (CST_S_EAR_HARDCORE_THICKNESS_MM / 1000),"BLE_ELE_AREA_SQ_M, CST_S_EAR_HARDCORE_THICKNESS_MM",CONSTRUCTION,0,0
Generic Models,CST_UNIT_PRICE_ADHESIVE_UGX,f3ba3b8a-1950-4f08-9a31-63b759e2dc60,CURRENCY,COM_DAT,Type,Unit price per kilogram adhesive in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,ELC_CBL_NR_TXT,6f0de18a-a61d-5928-9cd9-449eb8d7361a,TEXT,ELC_PWR,Type,Elc Cbl Nr Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,FLT_LINE_COLOR_R_INT,a03b2e8c-aee5-40a1-9eca-d519f96c8bf9,INTEGER,TPL_TRACKING,Type,Override line color red [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,COM_DAT_SPARE_01_TXT,9895108f-0ec1-4841-98f3-24b1476dd208,TEXT,COM_DAT,Type,Spare parameter 1 for COM_DAT group,False,,,ARCHITECTURAL,1,0
Generic Models,ELC_EQUIPMENT_TYPE_TXT,00fa6c8f-1349-52af-a61b-29153dbf2cb2,TEXT,ELC_PWR,Type,Elc Equipment Type Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,MAT_TAG_3_TXT,04883c90-411f-4ab5-b937-2909c54fdf65,TEXT,MAT_INFO,Instance,"Material procurement tag: name, manufacturer, spec clause [ISO 19650-1:2018]",False,,,ARCHITECTURAL,1,0
Generic Models,CST_TOTAL_BLOCKS_COST,08cf6090-f96e-4de2-9110-39e9c5895b55,CURRENCY,COM_DAT,Type,Total blocks cost in UGX [ISO 19650-3:2020],True,CST_CALC_BLOCKS_NR * CST_UNIT_PRICE_BLOCK_UGX,"CST_CALC_BLOCKS_NR, CST_UNIT_PRICE_BLOCK_UGX",COSTING,0,1
Generic Models,ASS_RM_COD_TXT,8d968690-c7fe-5d71-a6af-ebd19c60793e,TEXT,ASS_MNG,Type,Ass Rm Cod Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,WS_DISCIPLINE_TXT,5e0aa190-15fc-4826-b789-74c582fb755e,TEXT,TPL_TRACKING,Type,Workset discipline [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,MAT_LAYER_5_MATERIAL,2f0dac90-cbfa-5c9f-a41c-2e9959c7c97a,TEXT,MAT_INFO,Instance,Mat Layer 5 Material [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_TB_DISCIPLINE_TXT,edbf1392-5aea-505b-8b05-7a6432b0c3e1,TEXT,PRJ_INFORMATION,Type,Prj Tb Discipline Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,COMP_MAT_TAG_1_TXT,58757592-bbc4-4cfd-8228-c89c89bb0d4a,TEXT,MAT_INFO,Instance,"Standards compliance tag: code, standard, QA cert, UNBS reference [ISO 19650-1:2018]",False,,,ARCHITECTURAL,1,0
Generic Models,CST_SUP_PREFERRED_SUPPLIER_TXT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,TEXT,COM_DAT,Type,Cst Sup Preferred Supplier Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,RGL_ACCESS_CMPL_STD_TXT,e6683a93-d0ea-578d-b670-4aad290f2681,TEXT,RGL_CMPL,Type,Rgl Access Cmpl Std Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,PRJ_GRID_REF_TXT,6d1b5293-8685-59e6-b4c0-798aec064283,TEXT,PRJ_INFORMATION,Type,Prj Grid Ref Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PER_ENVIRONMENTAL_TERMITE_PROT_BOOL,d2d10f94-a398-5220-ba62-2fc99f741f91,YESNO,PER_SUST,Type,Per Environmental Termite Prot Bool [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,CST_CALC_LENGTH_M,b4cc4094-367a-4354-aa6b-c48b55a16c79,CURRENCY,COM_DAT,Type,Calculated length in meters [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,ELC_CBL_DERATING_FCT_NR,c6d3b094-3690-5fb0-846b-72abf8a784ab,NUMBER,ELC_PWR,Type,Elc Cbl Derating Fct Nr [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,PROP_PHYSICAL_SPARE_02_TXT,c3af1495-b230-4b95-bd5a-68c805dddeda,TEXT,PROP_PHYSICAL,Type,Spare parameter 2 for PROP_PHYSICAL group,False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_FRM_PROPS_QUANTITY_NR,dec78795-8a4e-5ba2-a97f-90aa55875b12,NUMBER,COM_DAT,Type,Cst S Frm Props Quantity Nr [ISO 19650-2:2018],True,CST_S_FRM_SLAB_AREA_SQ_M / 1.5,CST_S_FRM_SLAB_AREA_SQ_M,CONSTRUCTION,0,0
Generic Models,CST_S_MAS_SAND_VOLUME_CU_M,02663996-87e7-56b1-8abf-2e9bc32d777b,VOLUME,COM_DAT,Type,Cst S Mas Sand Volume Cu M [ISO 19650-2:2018],True,CST_S_MAS_MORTAR_VOLUME_CU_M * 0.88 * 1.2,CST_S_MAS_MORTAR_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,DS_TICK_MARK_TXT,411c6496-6b6d-43ef-94ee-5237433ff2db,TEXT,TPL_TRACKING,Type,Tick mark style [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,TS_FONT_NAME_TXT,4f860397-5d83-4279-9851-ab94be97ff1c,TEXT,TPL_TRACKING,Type,Font name [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,MA_STATUS_TXT,768b0c97-5ba3-46aa-a79e-c2d3a19bcb78,TEXT,TPL_TRACKING,Type,Audit status [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,CST_S_EAR_BACKFILL_VOLUME_CU_M,2e672c97-62a3-5b6d-aa21-7fb9a6b8ffc1,VOLUME,COM_DAT,Type,Cst S Ear Backfill Volume Cu M [ISO 19650-2:2018],True,CST_S_EAR_EXCAVATION_VOLUME_CU_M - CST_S_CON_VOLUME_CU_M,"CST_S_EAR_EXCAVATION_VOLUME_CU_M, CST_S_CON_VOLUME_CU_M",CONSTRUCTION,0,0
Generic Models,CST_LOCAL_MAT_BOOL,e5f96c97-55b8-5bca-bf7c-b0aa0f12c494,YESNO,COM_DAT,Type,Cst Local Mat Bool [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,RGL_QA_APVD_VENDOR_TXT,fa5bb098-bd58-59c6-8835-6c3c12b499cc,TEXT,RGL_CMPL,Type,Rgl Qa Apvd Vendor Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,BLE_APP-CUT-FG-COLOR,4674e698-222c-5233-9a41-e24c034d9ee2,TEXT,CST_PROC,Instance,Ble App-cut-fg-color [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,FLT_TRANSPARENCY_INT,63533f99-ac82-4f54-8e4c-720fad914924,INTEGER,TPL_TRACKING,Type,Override transparency [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_S_REI_GRADE_TXT,92058a99-7743-5431-b77f-ee6a3d13a813,TEXT,COM_DAT,Type,Cst S Rei Grade Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,MAT_LAYER_3_FUNCTION,12dc3e9a-4e10-5d90-8238-f03a7e719ada,TEXT,MAT_INFO,Instance,Mat Layer 3 Function [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_EAR_SOIL_TYPE_TXT,c014f69a-2afa-50f8-a6bf-65ea88c87ea7,TEXT,COM_DAT,Type,Cst S Ear Soil Type Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,RGL_UMEME_APPROVAL_BOOL,c357089b-c15d-52d5-bdaf-5fc20fd4a2fc,YESNO,RGL_CMPL,Type,Rgl Umeme Approval Bool [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,PROP_SOUND_RED_DB,0e0af49b-5fd9-51bb-8273-cb04161067de,NUMBER,PROP_PHYSICAL,Instance,Prop Sound Red Db [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_DRN_FITTING_CONNECTION_TYPE_TXT,79ac469c-1c30-5b5d-b46e-c85d9d11dbfb,TEXT,PLM_DRN,Type,Plm Drn Fitting Connection Type Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,USAGE_TXT,c7aa8b9c-53be-4b40-9dc8-3ca723a4a720,TEXT,TPL_TRACKING,Type,Dimension style usage [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_FIX_LUMEN_OUTPUT_LM,91bdce9c-49bf-56b9-b058-3e0892f457cb,NUMBER,COM_DAT,Type,Cst Fix Lumen Output Lm [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PLM_DRN_FITTING_ACCESS_PROVISION_TXT,d950d89c-1129-5772-a674-355cd9ec281f,TEXT,PLM_DRN,Type,Plm Drn Fitting Access Provision Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,PLM_PPE_NOMINAL_SZ_INCH_NR,f1c79a9d-17d3-5390-8437-c936024f9dbc,NUMBER,PLM_DRN,Type,Plm Ppe Nominal Sz Inch Nr [ISO 19650-1:2018],True,PLM_PPE_SZ_MM / 25.4,PLM_PPE_SZ_MM,PLUMBING,0,0
Generic Models,FLS_SFTY_DEV_LOOP_02_TXT,c195d69d-8c91-4230-a47b-65715a82c8f2,TEXT,FLS_LIFE_SFTY,Type,Fls Sfty Dev tag,False,,,FIRE,1,0
Generic Models,PLM_EXJ_ANGULAR_MOVEMENT_DEG,f882da9d-6563-5765-971f-1c2400262bad,ANGLE,PLM_DRN,Type,Plm Exj Angular Movement Deg [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,PROP_SPECIFIC_HEAT_J_KGK,a495e29d-48f0-53a6-90f9-f51e283454e0,NUMBER,PROP_PHYSICAL,Instance,Prop Specific Heat J Kgk [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_WINDOW_MOSQUITO_SCREEN_INCLUDED_TXT,1ae1279e-2471-5cd5-be3a-ed5a6e2ccd3f,TEXT,CST_PROC,Type,Ble Window Mosquito Screen Included Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,ELC_CBL_COND_SZ_SQ_MM,9b26b39e-c900-580a-b4dd-126be741a922,AREA,ELC_PWR,Type,Elc Cbl Cond Sz Sq Mm [ISO 19650-1:2018],True,"if(ELC_CKT_CUR_A <= 15, 2.5, if(ELC_CKT_CUR_A <= 25, 4, if(ELC_CKT_CUR_A <= 35, 6, if(ELC_CKT_CUR_A <= 50, 10, if(ELC_CKT_CUR_A <= 70, 16, 25)))))",ELC_CKT_CUR_A,ELECTRICAL,0,0
Generic Models,ASS_EQUIPMENT_TAG_TXT,2cebbb9e-70f2-550a-8a85-80cb1aa550d7,TEXT,ASS_MNG,Type,Ass Equipment Tag Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,FLT_RULES_TXT,681c249f-8e04-45b4-8409-b38f62e7a5de,TEXT,TPL_TRACKING,Type,Filter rule definitions [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_S_REI_SPACING_MM,4fcf77a1-6444-5c57-8fff-214e76f9b70e,LENGTH,COM_DAT,Type,Cst S Rei Spacing Mm [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,BLE_ROOF_OVERHANG_MM,2aaca9a1-9c20-54b3-88f9-ac8e9f7766f2,LENGTH,CST_PROC,Type,Ble Roof Overhang Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_REI_WIRE_WEIGHT_KG,2c77aca1-c108-5bf8-a587-be6b2cff6f80,NUMBER,COM_DAT,Type,Cst S Rei Wire Weight Kg [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,SPARE_PARAM_04_NR,652513a2-455a-4047-83c4-edba7d205009,NUMBER,TPL_TRACKING,Type,Spare parameter 04 for future use [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,COM_C_DEV_TYPE_TXT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,TEXT,COM_DAT,Type,Com C Dev Type Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Generic Models,PRJ_AREA_NAME_TXT,855d6fa2-33d0-5f73-aaaa-7eb897a47c05,TEXT,PRJ_INFORMATION,Type,Prj Area Name Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,MAT_APPLICATION,462a0ea4-dd70-5a0e-8f25-be818a47804a,TEXT,MAT_INFO,Instance,Mat Application [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_STAIR_MAT_TXT,d88646a4-3494-5e11-9844-0e20c3c23014,TEXT,BLE_STRUCTURE,Type,Hvc Stair Mat Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_TB_CONTRACTOR_NAME_TXT,4ca584a4-77e1-5c54-9ba9-30e3248db09b,TEXT,PRJ_INFORMATION,Type,Prj Tb Contractor Name Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_S_CON_POUR_SEQUENCE_TXT,75a697a4-12b1-5b01-8161-fa75b427f9ef,TEXT,COM_DAT,Type,Cst S Con Pour Sequence Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PER_THERM_SOLAR_ABSORPTANCE_NR,e931bda5-2342-59fd-9a6e-d7da7c5d473e,NUMBER,PER_SUST,Type,Per Therm Solar Absorptance Nr [ISO 19650-1:2018],True,"if(BLE_ROOF_CLR_TXT = ""White"", 0.25, if(BLE_ROOF_CLR_TXT = ""Light"", 0.45, 0.70))",BLE_ROOF_CLR_TXT,SUSTAINABILITY,0,1
Generic Models,FLS_PROT_SPRINKLER_HED_TYPE_TXT,2365d6a5-e39b-5b67-8e32-82d5cf7dd88e,TEXT,FLS_LIFE_SFTY,Type,Fls Prot Sprinkler Hed Type Txt [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,VT_PURPOSE_TXT,271004a6-2d40-402d-bfe7-f52c18e1be90,TEXT,TPL_TRACKING,Type,Template purpose description [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,COLOR_G_INT,d0ef28a6-2856-44a7-a755-45e4fc061c78,INTEGER,TPL_TRACKING,Type,Palette color green [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PRJ_COMMENTS_TXT,6e4b8ba6-b6e5-53e9-a0b5-1f6c65f3b764,TEXT,PRJ_INFORMATION,Type,Prj Comments Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ASS_PMT_QTY_ORDERED_NR,b3ec8ea6-760c-5d7b-b3fd-2a90aeb08566,NUMBER,ASS_MNG,Type,Ass Pmt Qty Ordered Nr [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,CP_PALETTE_NAME_TXT,cc38b0a6-f0e5-4a77-bcb1-80323b8b7322,TEXT,TPL_TRACKING,Type,Color palette name [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PRJ_TB_REVISION_DESCRIPTION_TXT,6b2509a7-354d-54a5-8c9f-a8423e445f31,TEXT,PRJ_INFORMATION,Type,Prj Tb Revision Description Txt [ISO 19650-1:2018],False,,,MULTI,1,0
