# Parameter->Category binding accuracy audit — generated by gen_audit.py (not verified in Revit)
# BindingBefore = pre-fix runtime binding (group override or ALL element categories)
# BindingAfter  = post-fix runtime binding (universal->ALL; else per-param CATEGORY_BINDINGS.csv; else group override; else GAP=ALL)
Parameter,Prefix,Group,BindingBefore,BindingAfter,OnDuctsBefore,OnDuctsAfter,Flag
STING_MASTER_SETUP_TS,STING,PRJ_INFORMATION,Project Information,Project Information,N,N,OK
STING_MATCH_DIR_TXT,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_MATCH_LINE_GUID_TXT,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_MATCH_REF_TXT,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_NOGGIN_REQUIRED,STING,ASS_MNG,ALL,ALL,Y,Y,OK
STING_NOTE_AUTHOR_TXT,STING,STINGTags_ISO19650,ALL,ALL,Y,Y,OK
STING_NOTE_DATE_TXT,STING,STINGTags_ISO19650,ALL,ALL,Y,Y,OK
STING_P6_PCT_TXT,STING,ASBUILT,ALL,ALL,Y,Y,OK
STING_PACK_CHECKSUM_TXT,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_PACK_ID_TXT,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_PREDECESSOR_TAGS_TXT,STING,STINGTags_ISO19650,ALL,ALL,Y,Y,OK
STING_PRODUCTION_RULE_IDX_INT,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_RETROFIT_TS,STING,PRJ_INFORMATION,Project Information,Project Information,N,N,OK
STING_SEED_FAMILY_TXT,STING,Identity,ALL,ALL,Y,Y,OK
STING_SETUP_COMPLETE,STING,ASS_MNG,ALL,ALL,Y,Y,OK
STING_SHEET_SEQUENCE_INT,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_SLD_ELEMENT_ID,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_SLEEVE_BORE_MM,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_CREATED_BY,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_DEPTH_MM,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_HEIGHT_MM,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_HOST_FIRE_RATING,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_HOST_ID,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_PENETRATED_ID,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_PFV_UUID,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_RULE_ID,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_UL_SYS,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_SLEEVE_WIDTH_MM,STING,RGL_CMPL,ALL,ALL,Y,Y,OK
STING_STALE_BOOL,STING,STINGTags_ISO19650,ALL,ALL,Y,Y,OK
STING_STICKY_NOTE_TXT,STING,STINGTags_ISO19650,ALL,ALL,Y,Y,OK
STING_STYLE_LOCKED_BOOL,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_SUITABILITY_DESC_TXT,STING,PRJ_INFORMATION,Project Information,Project Information,N,N,OK
STING_SWAP_HISTORY_TXT,STING,Identity,ALL,ALL,Y,Y,OK
STING_SYMBOL_ID,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_SYMBOL_LABEL_ID,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_SYMBOL_LIBRARY_VERSION,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_SYMBOL_OVERRIDE,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_SYMBOL_STANDARD,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_TAG3D_HOST_ID_TXT,STING,ASS_MNG,ALL,ALL,Y,Y,OK
STING_TAG_POS,STING,STINGTags_ISO19650,ALL,ALL,Y,Y,OK
STING_TEMPLATE_CHECKSUM_TXT,STING,TPL_TRACKING,ALL,ALL,Y,Y,OK
STING_TEMPLATE_LOCKED_BOOL,STING,TPL_TRACKING,ALL,ALL,Y,Y,OK
STING_VIEW_CONTEXT_TAG_TXT,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_VIEW_SYMBOL_STANDARD,STING,STING_DRAWING,ALL,ALL,Y,Y,OK
STING_VIEW_TAG_STYLE,STING,STINGTags_ISO19650,ALL,ALL,Y,Y,OK
STING_VIEW_TOKEN_MASK_TXT,STING,STING_VIEWPARAMS,Views,Views,N,N,OK
STR_ANALYTICAL_MODEL_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_AREA_LOAD_KN_M2,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BAR_MARK_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_CAMBER_MM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_CONNECTION_TYPE_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_DEFLECTION,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_DEFLECTION_LIM_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_DEPTH_MM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_MATERIAL_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_MOMENT_CAPACITY_KNM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_SECTION_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_SPAN_DEPTH,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_SPAN_MM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEAM_WEB_OPENING_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEARING_CAPACITY_KN_M2,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BEND_SCHEDULE_REF_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BOLT_DIAMETER_MM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BOLT_GRADE_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BOLT_TORQUE_NM_NR,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BOLT_TORQUE_NM_NR_DISP_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BRACE_CONNECTION_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BRACE_LENGTH_MM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BRACE_MATERIAL_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_BRACE_SECTION_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_COL_BASE_PLATE_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_COL_GRID_REF_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_COL_HEIGHT_MM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_COL_MATERIAL_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_COL_MOMENT_CAPACITY_KNM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_COL_SECTION_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_COL_SIZE_MM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_COL_SPLICE_DETAIL_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_CONN_BOLT_SIZE_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_CONN_CAPACITY_KN,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_CONN_PLATE_THICKNESS_MM,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_CONN_ROTATION_CAPACITY_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_CONN_TYPE_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_CONN_WELD_TYPE_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_CROSS_SECTION_AREA_MM2,STR,LTG_CONTROLS,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices,Y,Y,OK
STR_CUTTING_LIST_REF_TXT,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
STR_FDN_BEARING_KN_M2,STR,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
